"2026-05-10","DS022","public-source metadata verification","Verified that CELLxGENE hosts relevant public IBD collections, but the row is a portal-level grouping. It should be split into specific collection-backed rows before being treated as a verified dataset.","Codex public-source verification"
"2026-05-10","DS024","public-source metadata verification","Verified ProteomeXchange and publication. ProteomeXchange reports 17 HC, 11 CD, 14 UC, 13 IBS, 8 colon adenoma, and 8 gastric carcinoma samples.","Codex public-source verification"
"2026-05-10","DS025","public-source metadata verification","Verified ProteomeXchange/OmicsDI and primary IBD publication. Source also lists related reuse; primary IBD citation is PMID 25993694.","Codex public-source verification"
"2026-05-10","DS026","public-source metadata verification","Verified MassIVE record and 2022 Microbiome publication that cites MSV000086509. MassIVE marks source as Partial Public.","Codex public-source verification"
"2026-05-10","DS027","public-source metadata verification","Verified Metabolomics Workbench record, publication, DOI, PMID, plasma source, and 89 samples. Subject count not directly supported.","Codex public-source verification"
"2026-05-10","DS028","public-source metadata verification","Verified GEO and PubMed. GEO summary reports 240 newly diagnosed IBD cases and 190 controls, but the series lists 384 raw samples and 382 processed samples.","Codex public-source verification"
"2026-05-10","DS029","public-source metadata verification","Verified GEO and PubMed. GEO reports 17 CD, 11 UC, and 20 normal individuals, including discordant twin sets.","Codex public-source verification"
"2026-05-10","DS030","public-source metadata verification","Verified GEO and PubMed. GEO states 10 CD, 4 UC, and 10 normal individuals, with one UC sample assayed before and after treatment.","Codex public-source verification"
"2026-05-10","DS031","public-source metadata verification","Verified GEO and PubMed. Validation cohort with 5 CD, 5 UC, and 12 normal individuals; one UC sample assayed before and after treatment.","Codex public-source verification"
"2026-05-10","DS032","public-source metadata verification","Verified GEO and PubMed. Revised scope: this is an IBD-relevant epithelial/mechanistic resource using Caco-2 and mouse IEC/crypt methylation data, not a direct human IBD patient cohort.","Codex public-source verification"
"2026-05-10","DS033","public-source metadata verification","Verified public consortium resource and Liu 2015 IIBDGC publication. Tissue/specimen source is not directly supported; sample-level fields remain resource-level or unclear.","Codex public-source verification"
"2026-05-10","DS034","public-source metadata verification","Verified GWAS Catalog trait page as an aggregate summary-statistics resource. One DOI, PMID, and sample size are not applicable to this aggregate row.","Codex public-source verification"
"2026-05-10","DS036","public-source metadata verification","Verified as an open-access integrative genetics resource, not a primary IBD sample-level dataset. Sample-level fields remain not primary or unclear.","Codex public-source verification"
"2026-05-10","DS037","public-source metadata verification","Verified FinnGen and UK Biobank style GWAS resources. This row combines distinct resources and should eventually be split for clean accession, sample-size, and access metadata.","Codex public-source verification"
